visitorid,num_items_viewed,view_count,firstview_to_cart,cart_to_transaction,bought_count,purchased,view_rate,purchase_rate
732725,2,2,508.8594444444444,0.0377777777777777,1,1,1.0,0.5
1034914,7,7,,,0,0,1.0,0.0
1320249,1,2,,,1,1,0.5,0.5
1001388,1,1,,,0,0,1.0,0.0
141701,1,1,0.0441666666666666,0.0191666666666666,1,1,1.0,1.0
1388417,4,7,0.0730555555555555,0.3020833333333333,2,1,0.5714285714285714,0.2857142857142857
233484,1,1,,,0,0,1.0,0.0
728701,1,1,2138.2027777777776,0.0658333333333333,1,1,1.0,1.0
1127110,2,14,1321.431111111111,0.0772222222222222,2,1,0.14285714285714285,0.14285714285714285
933310,1,1,693.7152777777778,0.0855555555555555,2,1,1.0,2.0
338801,4,5,381.2075,0.0711111111111111,1,1,0.8,0.2
230141,2,3,,,0,0,0.6666666666666666,0.0
184836,1,1,,,0,0,1.0,0.0
351366,1,1,,,0,0,1.0,0.0
512437,1,2,,,0,0,0.5,0.0
380118,1,3,0.0141666666666666,22.691666666666663,1,1,0.3333333333333333,0.3333333333333333
819108,1,1,0.0044444444444444,0.0102777777777777,1,1,1.0,1.0
515977,4,6,2.313333333333333,0.0147222222222222,1,1,0.6666666666666666,0.16666666666666666
1344907,1,1,,,0,0,1.0,0.0
191886,3,8,1718.3025000000002,0.1525,2,1,0.375,0.25
866327,2,3,1826.098611111111,0.1797222222222222,1,1,0.6666666666666666,0.3333333333333333
658050,9,10,,,0,0,0.9,0.0
1310310,1,1,,,0,0,1.0,0.0
647186,2,2,,,0,0,1.0,0.0
1209638,2,4,,,0,0,0.5,0.0
889956,1,1,,,0,0,1.0,0.0
554737,5,5,1703.7447222222222,0.2444444444444444,2,1,1.0,0.4
1233201,1,2,1535.3925,0.0222222222222222,2,1,0.5,1.0
1314549,1,1,,,0,0,1.0,0.0
1054512,2,2,,,0,0,1.0,0.0
476969,1,1,,,0,0,1.0,0.0
1135052,1,2,,,0,0,0.5,0.0
672033,1,1,,,0,0,1.0,0.0
1194554,2,4,2866.590555555556,0.1627777777777777,1,1,0.5,0.25
691422,2,2,,,0,0,1.0,0.0
826314,3,6,,,0,0,0.5,0.0
1008895,1,1,,,0,0,1.0,0.0
1040077,2,3,,,0,0,0.6666666666666666,0.0
910960,3,7,0.0213888888888888,0.2697222222222222,1,1,0.42857142857142855,0.14285714285714285
358779,1,1,,,0,0,1.0,0.0
746296,3,7,53.82166666666667,0.0361111111111111,1,1,0.42857142857142855,0.14285714285714285
88210,1,3,,,0,0,0.3333333333333333,0.0
161047,3,7,0.16625,0.0284722222222222,1,1,0.42857142857142855,0.14285714285714285
862134,1,1,,,0,0,1.0,0.0
1365931,1,1,,,0,0,1.0,0.0
596421,1,2,,,0,0,0.5,0.0
748938,1,1,,,0,0,1.0,0.0
746751,4,5,,,0,0,0.8,0.0
569049,1,1,,,0,0,1.0,0.0
959725,2,5,,,0,0,0.4,0.0
694519,1,1,,,0,0,1.0,0.0
58632,1,1,,,0,0,1.0,0.0
1018339,2,6,2190.5965277777773,0.041527777777777,2,1,0.3333333333333333,0.3333333333333333
1206600,1,2,0.0188888888888888,0.1125,1,1,0.5,0.5
871967,1,1,,,0,0,1.0,0.0
670832,1,1,21.674166666666668,0.0702777777777777,1,1,1.0,1.0
80678,1,1,,,0,0,1.0,0.0
128004,4,8,,,0,0,0.5,0.0
949497,1,1,,,0,0,1.0,0.0
810778,2,8,,,0,0,0.25,0.0
121951,1,1,1.995,0.1363888888888889,1,1,1.0,1.0
995872,1,1,,,0,0,1.0,0.0
279926,1,1,,,0,0,1.0,0.0
260402,1,2,,,0,0,0.5,0.0
942612,4,5,,,0,0,0.8,0.0
628745,2,6,,,0,0,0.3333333333333333,0.0
283477,7,10,1048.4978333333331,0.5497222222222222,13,1,0.7,1.3
1390335,10,20,0.0511111111111111,0.2216666666666666,1,1,0.5,0.05
1248740,1,2,933.2908333333334,0.0558333333333333,1,1,0.5,0.5
308565,1,7,0.7677777777777778,0.0305555555555555,1,1,0.14285714285714285,0.14285714285714285
1365602,2,2,1293.543888888889,0.0972222222222222,1,1,1.0,0.5
627584,1,1,,,0,0,1.0,0.0
514217,1,2,0.0102777777777777,0.2358333333333333,1,1,0.5,0.5
1146708,3,15,,,0,0,0.2,0.0
534341,1,2,829.6911111111111,0.2341666666666666,1,1,0.5,0.5
969130,1,1,,,0,0,1.0,0.0
534123,1,1,0.765,0.0519444444444444,1,1,1.0,1.0
1285810,1,2,0.0811111111111111,0.0380555555555555,1,1,0.5,0.5
436746,1,1,,,0,0,1.0,0.0
1239805,1,4,0.0319444444444444,0.0297222222222222,1,1,0.25,0.25
1255603,2,2,,,0,0,1.0,0.0
488733,1,1,,,0,0,1.0,0.0
1000030,1,1,,,1,1,1.0,1.0
1257300,1,2,,,0,0,0.5,0.0
32904,10,12,19.19833333333333,0.0247222222222222,1,1,0.8333333333333334,0.08333333333333333
631096,1,1,,,0,0,1.0,0.0
856639,1,1,218.48305555555555,0.0177777777777777,1,1,1.0,1.0
604938,1,1,0.8002777777777778,0.7247222222222223,1,1,1.0,1.0
658473,2,2,805.5308333333334,0.0566666666666666,1,1,1.0,0.5
1236134,1,1,,,1,1,1.0,1.0
225043,2,4,24.72277777777777,0.2501388888888889,2,1,0.5,0.5
1327803,1,1,,,0,0,1.0,0.0
76726,1,2,,,0,0,0.5,0.0
148485,3,3,629.0211111111112,0.0508333333333333,1,1,1.0,0.3333333333333333
745802,3,4,,,1,1,0.75,0.25
1195870,1,1,,,0,0,1.0,0.0
220870,12,12,,,0,0,1.0,0.0
418867,1,2,509.7355555555556,0.0475,4,1,0.5,2.0
988057,1,1,,,0,0,1.0,0.0
1145611,9,19,2131.418333333333,0.0727777777777777,1,1,0.47368421052631576,0.05263157894736842
1152192,1,1,,,0,0,1.0,0.0
787425,6,6,0.1161111111111111,0.0341666666666666,1,1,1.0,0.16666666666666666
35342,1,1,,,0,0,1.0,0.0
1322788,1,3,0.1069444444444444,0.4433333333333333,1,1,0.3333333333333333,0.3333333333333333
503889,1,3,1243.3230555555556,0.1677777777777777,1,1,0.3333333333333333,0.3333333333333333
935355,3,9,1.9327777777777777,0.0852777777777777,1,1,0.3333333333333333,0.1111111111111111
84536,4,10,,,0,0,0.4,0.0
327664,1,1,,,0,0,1.0,0.0
649160,1,1,,,0,0,1.0,0.0
1121100,26,41,,,0,0,0.6341463414634146,0.0
612386,2,2,,,1,1,1.0,0.5
477941,1,1,0.0202777777777777,0.0480555555555555,1,1,1.0,1.0
447535,1,1,,,0,0,1.0,0.0
1263954,8,16,,,0,0,0.5,0.0
23592,1,2,,,0,0,0.5,0.0
856518,1,1,,,0,0,1.0,0.0
939557,1,1,,,0,0,1.0,0.0
772733,1,1,,,0,0,1.0,0.0
794751,9,9,,,0,0,1.0,0.0
345939,1,1,0.0227777777777777,0.0219444444444444,1,1,1.0,1.0
1371510,4,5,0.1611111111111111,0.0172222222222222,1,1,0.8,0.2
1361347,1,1,,,0,0,1.0,0.0
701326,1,4,18.41777777777778,0.0594444444444444,1,1,0.25,0.25
406852,1,1,,,0,0,1.0,0.0
479891,1,4,0.1355555555555555,0.2791666666666667,1,1,0.25,0.25
1032,3,5,882.6722222222221,3.226388888888889,1,1,0.6,0.2
497100,3,5,2422.5254166666664,0.0770833333333333,4,1,0.6,0.8
231679,1,1,,,0,0,1.0,0.0
702941,1,1,,,0,0,1.0,0.0
727223,2,2,,,0,0,1.0,0.0
653216,2,2,,,0,0,1.0,0.0
1024035,2,4,770.7441666666667,0.0522222222222222,1,1,0.5,0.25
203941,1,1,,,0,0,1.0,0.0
1244430,1,2,,,0,0,0.5,0.0
1021107,1,1,,,0,0,1.0,0.0
378457,1,1,,,0,0,1.0,0.0
835648,2,2,0.5491666666666667,0.0519444444444444,1,1,1.0,0.5
305587,1,1,,,0,0,1.0,0.0
497505,1,1,,,0,0,1.0,0.0
595421,2,2,,,0,0,1.0,0.0
458981,2,4,70.44833333333334,0.0865277777777777,2,1,0.5,0.5
256429,3,7,,,3,1,0.42857142857142855,0.42857142857142855
1162252,1,4,,,1,1,0.25,0.25
367376,2,3,0.2955555555555555,3.048611111111111,1,1,0.6666666666666666,0.3333333333333333
841657,2,9,2222.5916666666667,0.3925,1,1,0.2222222222222222,0.1111111111111111
538822,1,1,,,1,1,1.0,1.0
152887,1,2,0.0433333333333333,0.0491666666666666,2,1,0.5,1.0
1405848,1,1,,,0,0,1.0,0.0
428516,4,13,0.065,0.0866666666666666,1,1,0.3076923076923077,0.07692307692307693
259576,1,1,,,0,0,1.0,0.0
1363004,1,1,,,0,0,1.0,0.0
401878,1,1,,,0,0,1.0,0.0
1269642,1,3,0.1749999999999999,0.1105555555555555,1,1,0.3333333333333333,0.3333333333333333
452653,1,2,0.1783333333333333,0.0702777777777777,1,1,0.5,0.5
806308,1,1,1422.4422222222222,0.055,1,1,1.0,1.0
488020,2,2,0.0572222222222222,0.3944444444444444,2,1,1.0,1.0
143585,1,4,0.0130555555555555,0.0772222222222222,1,1,0.25,0.25
267015,1,1,,,0,0,1.0,0.0
410437,1,1,,,0,0,1.0,0.0
530633,1,1,,,0,0,1.0,0.0
1295687,9,15,1392.0994444444443,0.0997222222222222,1,1,0.6,0.06666666666666667
24840,7,18,,,1,1,0.3888888888888889,0.05555555555555555
203937,1,1,,,0,0,1.0,0.0
1298477,1,1,,,0,0,1.0,0.0
1265536,1,2,0.0505555555555555,0.1119444444444444,1,1,0.5,0.5
1317876,1,1,,,0,0,1.0,0.0
864738,5,5,,,0,0,1.0,0.0
1277120,1,1,,,0,0,1.0,0.0
506763,1,3,0.4752777777777777,0.0458333333333333,1,1,0.3333333333333333,0.3333333333333333
881734,2,3,118.94916666666668,0.0330555555555555,1,1,0.6666666666666666,0.3333333333333333
20270,3,5,,,0,0,0.6,0.0
1287799,1,1,,,0,0,1.0,0.0
567886,1,1,,,0,0,1.0,0.0
1185579,1,2,,,0,0,0.5,0.0
908786,4,4,0.2358333333333333,0.0366666666666666,1,1,1.0,0.25
956806,1,2,,,0,0,0.5,0.0
969326,7,20,53.32710317460318,16.575912698412694,2,1,0.35,0.1
1361213,1,1,1400.6241666666667,0.5644444444444444,1,1,1.0,1.0
1165267,2,4,0.0013888888888888,0.5744444444444444,1,1,0.5,0.25
203682,1,1,,,0,0,1.0,0.0
1363189,3,11,,,0,0,0.2727272727272727,0.0
1166067,1,1,,,0,0,1.0,0.0
1179262,1,3,,,1,1,0.3333333333333333,0.3333333333333333
1018623,2,2,,,0,0,1.0,0.0
164630,2,3,0.0091666666666666,0.0275,1,1,0.6666666666666666,0.3333333333333333
1384315,1,4,14.430555555555555,0.0513888888888888,1,1,0.25,0.25
535414,1,1,,,0,0,1.0,0.0
677748,1,3,,,0,0,0.3333333333333333,0.0
702211,1,1,,,0,0,1.0,0.0
526603,1,2,0.0977777777777777,1.0322222222222222,1,1,0.5,0.5
912550,1,2,0.0016666666666666,0.0483333333333333,2,1,0.5,1.0
341277,1,1,,,0,0,1.0,0.0
425356,24,58,0.2508333333333333,5.252777777777778,1,1,0.41379310344827586,0.017241379310344827
294978,2,3,83.665,0.0830555555555555,1,1,0.6666666666666666,0.3333333333333333
105926,1,1,,,0,0,1.0,0.0
348159,1,1,2258.3277777777776,0.2244444444444444,1,1,1.0,1.0
38660,1,1,,,0,0,1.0,0.0
168062,2,2,,,0,0,1.0,0.0
731052,1,1,0.0211111111111111,0.0336111111111111,1,1,1.0,1.0
1263358,1,2,2725.918888888889,0.04,1,1,0.5,0.5
770728,1,1,,,0,0,1.0,0.0
1314950,2,3,1792.7108333333333,0.075,1,1,0.6666666666666666,0.3333333333333333
87886,1,2,1617.5027777777775,2.040277777777778,1,1,0.5,0.5
1360087,5,5,2230.0138888888887,0.0394444444444444,1,1,1.0,0.2
562874,1,1,,,0,0,1.0,0.0
39272,2,3,524.6452777777778,0.1286111111111111,1,1,0.6666666666666666,0.3333333333333333
495793,1,1,,,0,0,1.0,0.0
1167927,4,8,135.6522222222222,0.0776666666666666,2,1,0.5,0.25
407615,1,1,0.0105555555555555,0.4163888888888888,1,1,1.0,1.0
574972,5,5,,,0,0,1.0,0.0
888632,1,1,,,0,0,1.0,0.0
1040747,1,1,,,0,0,1.0,0.0
1051698,1,2,0.1994444444444444,0.0630555555555555,1,1,0.5,0.5
1327585,1,2,,,0,0,0.5,0.0
577115,1,1,,,0,0,1.0,0.0
711222,6,10,767.7583333333333,0.1505555555555555,1,1,0.6,0.1
649389,1,1,,,0,0,1.0,0.0
340196,1,2,547.2691666666667,0.2408333333333333,2,1,0.5,1.0
1084265,1,1,,,1,1,1.0,1.0
569061,1,1,,,0,0,1.0,0.0
266666,28,46,13.72638888888889,0.1288888888888889,1,1,0.6086956521739131,0.021739130434782608
1102257,2,4,886.9802777777778,0.1191666666666666,2,1,0.5,0.5
1219882,1,3,0.1025,-0.0454166666666666,2,1,0.3333333333333333,0.6666666666666666
65471,6,17,,,1,1,0.35294117647058826,0.058823529411764705
374586,1,1,980.2888888888888,0.0236111111111111,1,1,1.0,1.0
125307,10,38,1000.604722222222,0.0569444444444444,1,1,0.2631578947368421,0.02631578947368421
547133,1,1,,,0,0,1.0,0.0
1310119,2,2,0.0283333333333333,0.1205555555555555,1,1,1.0,0.5
598812,2,11,6.260138888888889,-0.2801388888888888,1,1,0.18181818181818182,0.09090909090909091
470176,2,4,2076.9861111111118,0.0744444444444444,1,1,0.5,0.25
826759,1,5,,,0,0,0.2,0.0
1032432,9,11,327.5975,15.275092592592593,4,1,0.8181818181818182,0.36363636363636365
621384,1,2,0.0133333333333333,0.0597222222222222,1,1,0.5,0.5
1110523,3,3,678.1568055555556,0.0377777777777777,2,1,1.0,0.6666666666666666
307268,2,2,,,0,0,1.0,0.0
1015123,1,1,622.7063888888889,0.0713888888888888,1,1,1.0,1.0
206105,1,1,,,0,0,1.0,0.0
971406,1,1,1260.8636111111111,0.0947222222222222,1,1,1.0,1.0
1025157,1,1,,,0,0,1.0,0.0
393595,2,2,,,0,0,1.0,0.0
780205,7,8,76.92555555555555,0.0933333333333333,2,1,0.875,0.25
331025,1,1,,,0,0,1.0,0.0
486454,1,1,,,0,0,1.0,0.0
1327484,1,1,,,0,0,1.0,0.0
1270116,3,4,0.0097222222222222,0.0772222222222222,1,1,0.75,0.25
344383,1,1,,,0,0,1.0,0.0
1007782,2,2,,,0,0,1.0,0.0
992826,2,2,,,0,0,1.0,0.0
1298462,1,3,2307.175833333333,0.0577777777777777,1,1,0.3333333333333333,0.3333333333333333
36111,1,1,,,0,0,1.0,0.0
878014,1,1,,,0,0,1.0,0.0
832773,1,5,1847.8477777777775,0.4536111111111111,1,1,0.2,0.2
1349435,1,1,,,0,0,1.0,0.0
748342,12,37,433.6766666666667,0.1075,4,1,0.32432432432432434,0.10810810810810811
286660,2,4,,,0,0,0.5,0.0
265273,7,7,,,1,1,1.0,0.14285714285714285
107025,1,4,0.725,0.1391666666666666,1,1,0.25,0.25
31798,2,4,1364.352013888889,0.1273611111111111,2,1,0.5,0.5
1345271,1,1,,,0,0,1.0,0.0
269284,1,1,0.0377777777777777,0.0777777777777777,1,1,1.0,1.0
745877,3,10,213.1780555555556,2.296111111111112,1,1,0.3,0.1
10266,3,3,,,0,0,1.0,0.0
99962,3,3,599.0061111111111,0.0527777777777777,1,1,1.0,0.3333333333333333
117017,3,9,,,0,0,0.3333333333333333,0.0
1251749,2,5,0.0080555555555555,0.0541666666666666,1,1,0.4,0.2
1046519,1,1,,,0,0,1.0,0.0
39706,2,4,0.0952777777777777,0.0088888888888888,1,1,0.5,0.25
606060,2,2,1709.0552777777775,0.03,1,1,1.0,0.5
663616,2,4,-0.0152777777777777,16.5,1,1,0.5,0.25
1372912,1,1,,,1,1,1.0,1.0
397208,1,1,,,0,0,1.0,0.0
379092,3,5,,,1,1,0.6,0.2
886894,1,1,,,0,0,1.0,0.0
1229494,2,5,0.0069444444444444,60.028888888888886,1,1,0.4,0.2
70382,1,1,,,0,0,1.0,0.0
266672,1,1,,,0,0,1.0,0.0
777788,2,3,0.1151851851851851,0.0621296296296296,2,1,0.6666666666666666,0.6666666666666666
312587,3,4,,,1,1,0.75,0.25
1036536,1,2,,,0,0,0.5,0.0
1367058,1,5,,,0,0,0.2,0.0
947112,2,6,,,2,1,0.3333333333333333,0.3333333333333333
533395,1,1,,,0,0,1.0,0.0
713838,6,13,0.4763888888888888,0.1336111111111111,1,1,0.46153846153846156,0.07692307692307693
138021,19,33,408.3016176470588,2.663006535947712,4,1,0.5757575757575758,0.12121212121212122
1170251,1,1,,,0,0,1.0,0.0
21117,1,1,,,0,0,1.0,0.0
344126,1,1,,,0,0,1.0,0.0
150130,1,1,,,0,0,1.0,0.0
15416,1,1,,,0,0,1.0,0.0
1299051,1,1,,,0,0,1.0,0.0
381186,13,27,204.93777777777777,0.0608333333333333,1,1,0.48148148148148145,0.037037037037037035
193936,3,4,1455.9033333333334,0.2408333333333333,1,1,0.75,0.25
1156969,1,5,,,1,1,0.2,0.2
1177011,1,1,,,0,0,1.0,0.0
1275134,1,1,,,0,0,1.0,0.0
730510,2,9,3.816944444444444,182.2488888888889,1,1,0.2222222222222222,0.1111111111111111
296939,2,2,,,0,0,1.0,0.0
741488,2,2,0.0505555555555555,0.0813888888888888,1,1,1.0,0.5
1273742,1,1,,,0,0,1.0,0.0
629494,1,2,,,0,0,0.5,0.0
825321,592,930,,,0,0,0.6365591397849463,0.0
926026,1,1,,,0,0,1.0,0.0
855941,1,1,1003.8544444444444,0.0163888888888888,1,1,1.0,1.0
233457,1,1,,,0,0,1.0,0.0
1384368,2,4,0.3613888888888888,0.1277777777777777,1,1,0.5,0.25
95233,2,2,0.0102777777777777,0.0255555555555555,1,1,1.0,0.5
227863,1,1,,,0,0,1.0,0.0
1101754,2,2,,,1,1,1.0,0.5
806371,1,2,0.0036111111111111,3.395,1,1,0.5,0.5
748697,19,24,1130.0288888888888,0.2933333333333333,2,1,0.7916666666666666,0.08333333333333333
1157164,1,1,,,0,0,1.0,0.0
278870,1,2,,,0,0,0.5,0.0
70795,1,1,,,0,0,1.0,0.0
575337,1,1,,,0,0,1.0,0.0
928870,4,4,,,0,0,1.0,0.0
769619,1,1,,,0,0,1.0,0.0
913185,2,2,1535.7075,2.234166666666667,1,1,1.0,0.5
179531,1,1,,,0,0,1.0,0.0
1358038,1,1,1334.318611111111,0.0466666666666666,1,1,1.0,1.0
208662,28,38,333.71762345679014,0.0139814814814814,3,1,0.7368421052631579,0.07894736842105263
1111553,1,1,,,0,0,1.0,0.0
954716,1,2,1036.1516666666666,0.0530555555555555,1,1,0.5,0.5
665540,1,1,,,0,0,1.0,0.0
1350264,1,1,,,0,0,1.0,0.0
432047,1,1,,,0,0,1.0,0.0
1079996,4,9,45.28333333333333,0.0666666666666666,1,1,0.4444444444444444,0.1111111111111111
65272,1,2,,,0,0,0.5,0.0
1310978,1,1,,,1,1,1.0,1.0
1198873,1,1,,,0,0,1.0,0.0
1279985,6,7,0.0477777777777777,0.2688888888888889,1,1,0.8571428571428571,0.14285714285714285
599005,1,6,,,0,0,0.16666666666666666,0.0
1221043,1,1,,,0,0,1.0,0.0
1191597,1,1,,,0,0,1.0,0.0
138356,1,1,,,0,0,1.0,0.0
908818,2,2,,,1,1,1.0,0.5
245655,1,1,,,0,0,1.0,0.0
1245056,1,1,,,0,0,1.0,0.0
97530,1,1,,,0,0,1.0,0.0
195534,1,3,,,1,1,0.3333333333333333,0.3333333333333333
844335,1,1,,,0,0,1.0,0.0
1143826,1,1,,,0,0,1.0,0.0
147891,5,10,,,0,0,0.5,0.0
727392,1,1,,,0,0,1.0,0.0
33113,1,1,,,0,0,1.0,0.0
1234033,1,3,111.04555555555557,0.0236111111111111,1,1,0.3333333333333333,0.3333333333333333
223972,4,8,2177.608888888889,11.226666666666668,1,1,0.5,0.125
1176501,1,5,564.1577777777778,0.1213888888888889,1,1,0.2,0.2
218168,1,1,,,0,0,1.0,0.0
45183,7,7,,,0,0,1.0,0.0
986104,1,1,19.910833333333333,0.1013888888888888,1,1,1.0,1.0
1189599,5,14,0.3961111111111111,0.3002777777777777,1,1,0.35714285714285715,0.07142857142857142
1368616,1,2,,,0,0,0.5,0.0
1055908,2,3,,,0,0,0.6666666666666666,0.0
517762,1,1,,,0,0,1.0,0.0
436741,1,1,,,0,0,1.0,0.0
999152,1,1,,,0,0,1.0,0.0
